2014-08-14 15:21:30

------------

179 samples in ../split_library_log/Fierer_undergraduate_palms_split_library_log.txt
179 samples in ../otu_table_stats/Fierer_undergraduate_palms_otu_table_stats.txt

------------
sample	splitLibLog	otuTableStats	percent
S85.141253	3226.0	3096.0	0.959702417855
S119.141189	3229.0	2938.0	0.909879219573
S122.141299	3236.0	3089.0	0.95457354759
S49.141271	3250.0	2507.0	0.771384615385
S28.141283	3261.0	3068.0	0.940815700705
S184.141322	3270.0	3154.0	0.964525993884
S168.141217	3271.0	3160.0	0.966065423418
S137.141252	3282.0	3087.0	0.940585009141
S159.141257	3283.0	3115.0	0.948827292111
S133.141205	3288.0	2993.0	0.910279805353
S130.141293	3294.0	3131.0	0.95051608986
S111.141161	3304.0	3111.0	0.941585956416
S167.141187	3317.0	3205.0	0.966234549292
S16.141323	3330.0	3123.0	0.937837837838
S65.141231	3338.0	3222.0	0.965248651887
S86.141173	3342.0	3213.0	0.961400359066
S40.141244	3368.0	3275.0	0.972387173397
S26.141152	3425.0	3333.0	0.973138686131
S71.141260	3432.0	3283.0	0.956585081585
S110.141317	3461.0	3382.0	0.977174227102
S186.141207	3506.0	3389.0	0.966628636623
S145.141180	3507.0	3351.0	0.955517536356
S89.141281	3528.0	3340.0	0.946712018141
S183.141276	3528.0	3401.0	0.964002267574
S79.141227	3536.0	3438.0	0.972285067873
S134.141292	3538.0	3431.0	0.969756924816
S144.141300	3540.0	3365.0	0.950564971751
S109.141286	3568.0	3438.0	0.963565022422
S75.141264	3568.0	3438.0	0.963565022422
S25.141294	3577.0	3450.0	0.964495387196
S106.141176	3583.0	3446.0	0.961763885013
S123.141163	3586.0	3435.0	0.95789180145
S132.141151	3586.0	3328.0	0.92805354155
S32.141191	3587.0	3471.0	0.967660998049
S187.141319	3600.0	2913.0	0.809166666667
S73.141288	3610.0	3429.0	0.949861495845
S63.141174	3624.0	3530.0	0.974061810155
S138.141208	3634.0	3365.0	0.925976884975
S160.141312	3639.0	3460.0	0.95081066227
S163.141154	3650.0	3561.0	0.975616438356
S185.141306	3661.0	3507.0	0.95793499044
S112.141210	3666.0	3415.0	0.931533006001
S22.141245	3672.0	3403.0	0.92674291939
S165.141155	3751.0	3627.0	0.96694214876
S158.141279	3827.0	3623.0	0.946694538803
S45.141166	3833.0	3719.0	0.970258283329
S120.141199	3884.0	3464.0	0.891864057673
S7.141171	3893.0	3624.0	0.930901618289
S177.141327	3902.0	3822.0	0.979497693491
S117.141246	4055.0	3906.0	0.963255240444
S190.141237	4140.0	4030.0	0.973429951691
S180.141177	4160.0	3945.0	0.948317307692
S182.141250	4217.0	4054.0	0.961346929097
S166.141214	4263.0	4121.0	0.966690124326
S74.141313	4325.0	4230.0	0.978034682081
S129.141216	4361.0	3932.0	0.901628066957
S189.141185	4937.0	4804.0	0.973060563095
S148.141242	5383.0	5178.0	0.961917146573
S44.141194	5820.0	5614.0	0.964604810997
------------
Mean =  0.947830363915 percent of seqs made it into OTU table
SD =  0.0350266489346
