2014-08-14 15:21:32

------------

96 samples in ../split_library_log/Meadow_BELillis_1of4_split_library_log.txt
322 samples in ../otu_table_stats/Meadow_BELillis_otu_table_stats.txt

------------
sample	splitLibLog	otuTableStats	percent
air95	10830.0	9802.0	0.905078485688
air96	10109.0	9437.0	0.933524582056
air34	9434.0	8981.0	0.951982192071
air71	8769.0	8164.0	0.931006956323
air64	8725.0	8170.0	0.936389684814
air69	7906.0	7356.0	0.930432582848
air93	7751.0	6999.0	0.902980260612
air88	7692.0	6971.0	0.90626625065
air86	7551.0	6733.0	0.891669977486
air70	7132.0	6604.0	0.925967470555
air94	7089.0	6356.0	0.896600366765
air27	6830.0	6140.0	0.89897510981
air91	6785.0	6064.0	0.893736182756
air90	6741.0	5983.0	0.887553775404
air63	6683.0	6344.0	0.949274278019
air33	6488.0	6088.0	0.938347718866
air72	6405.0	6031.0	0.941608118657
air40	6033.0	5833.0	0.966848997182
air46	5990.0	5538.0	0.924540901503
air29	5932.0	5730.0	0.965947403911
air87	5827.0	5468.0	0.938390252274
air74	5780.0	5480.0	0.948096885813
air73	5602.0	5380.0	0.960371295966
air67	5590.0	5442.0	0.973524150268
air81	5517.0	5173.0	0.937647272068
air36	5506.0	5258.0	0.954958227388
air84	5447.0	5100.0	0.936295208372
air82	5161.0	4853.0	0.940321643092
air26	5138.0	5012.0	0.975476839237
air92	4999.0	4537.0	0.907581516303
air85	4811.0	4415.0	0.917688630222
air76	4806.0	4467.0	0.929463171036
air48	4716.0	4521.0	0.958651399491
air62	4652.0	4404.0	0.946689595873
air47	4592.0	4400.0	0.95818815331
air24	4549.0	4312.0	0.947900637503
air61	4528.0	4250.0	0.938604240283
air37	4488.0	4266.0	0.950534759358
air25	4487.0	4335.0	0.96612435926
air42	4282.0	4190.0	0.978514712751
air83	4259.0	4006.0	0.940596384128
air75	4079.0	3721.0	0.912233390537
air43	4054.0	3917.0	0.966206216083
air15	3970.0	3912.0	0.985390428212
air38	3968.0	3770.0	0.950100806452
air39	3944.0	3851.0	0.976419878296
air66	3938.0	3851.0	0.977907567293
air89	3899.0	3474.0	0.890997691716
air3	3634.0	3457.0	0.951293340671
air57	3632.0	3112.0	0.856828193833
air53	3595.0	3564.0	0.991376912378
air59	3586.0	3286.0	0.916341327384
air68	3583.0	3558.0	0.993022606754
air35	3580.0	3357.0	0.937709497207
air12	3442.0	3369.0	0.978791400349
air41	3374.0	3342.0	0.990515708358
air49	3278.0	3099.0	0.945393532642
air50	3266.0	3025.0	0.926209430496
air65	3264.0	3175.0	0.972732843137
air28	3158.0	3136.0	0.993033565548
air18	3046.0	2994.0	0.982928430729
air14	2921.0	2876.0	0.984594317015
air20	2842.0	2782.0	0.978888106967
air23	2757.0	2510.0	0.910409865796
air10	2720.0	2677.0	0.984191176471
air78	2680.0	2565.0	0.957089552239
air45	2673.0	2459.0	0.919940142162
air9	2659.0	2531.0	0.951861602106
air79	2567.0	2467.0	0.961044020257
air11	2488.0	2345.0	0.942524115756
air22	2424.0	2374.0	0.979372937294
air32	2422.0	2345.0	0.968208092486
air44	2362.0	2247.0	0.951312447079
air77	2325.0	2277.0	0.97935483871
air58	2282.0	2123.0	0.93032427695
air13	2219.0	1910.0	0.860748084723
air4	2156.0	2105.0	0.976345083488
air54	2114.0	2105.0	0.995742667928
air17	2050.0	1976.0	0.963902439024
air21	1940.0	1915.0	0.987113402062
air2	1835.0	1789.0	0.974931880109
air31	1679.0	1669.0	0.994044073853
air6	1613.0	1588.0	0.984500929944
air8	1532.0	1439.0	0.939295039164
air80	1474.0	1424.0	0.966078697422
air5	1458.0	1441.0	0.988340192044
air52	1433.0	1305.0	0.910676901605
air30	1410.0	1401.0	0.993617021277
air7	1314.0	1310.0	0.99695585997
air1	1296.0	1288.0	0.993827160494
air19	1283.0	1278.0	0.996102883866
air55	1146.0	1135.0	0.990401396161
air60	1141.0	1036.0	0.907975460123
air51	1066.0	1021.0	0.957786116323
air16	904.0	864.0	0.955752212389
air56	806.0	787.0	0.976426799007
------------
Mean =  0.949890241566 percent of seqs made it into OTU table
SD =  0.0322675518332
