2014-08-14 15:21:35

------------

1069 samples in ../split_library_log/Song_2012_family_study_study_797_split_library_log.txt
1069 samples in ../otu_table_stats/Song_2012_family_study_otu_table_stats.txt

------------
sample	splitLibLog	otuTableStats	percent
62.CA.FrontLeftPaw.375359	7543.0	5613.0	0.744133633833
14.HA.RightPalm.375140	7586.0	4319.0	0.56933825468
373.LeftPalm.374804	7635.0	7245.0	0.948919449902
25.HA.RightPalm.375222	7640.0	223.0	0.0291884816754
48.HB.Forehead.374890	7647.0	6773.0	0.885706813129
56.HC.RightPalm.375236	7651.0	7471.0	0.976473663573
50.HB.LeftPalm.374620	7683.0	6786.0	0.883248730964
12.HA.Forehead.375346	7690.0	7563.0	0.983485045514
1265.LeftPalm.374393	7692.0	6466.0	0.840613624545
07.CB.Forehead.374721	7699.0	6579.0	0.854526561891
57.HA.LeftPalm.374521	7715.0	5383.0	0.69773169151
59.HD.Tongue.375229	7767.0	7498.0	0.965366293292
06.CA.BackLeftPaw.374965	7783.0	5952.0	0.764743672106
20.HB.RightPalm.375226	7820.0	6619.0	0.84641943734
03.CA.BackLeftPaw.375305	7829.0	6315.0	0.806616426108
13.HB.RightPalm.374414	7864.0	7380.0	0.938453713123
31.CA.FrontLeftPaw.375025	7891.0	5140.0	0.651374984159
06.CB.BackLeftPaw.374530	7945.0	5057.0	0.63650094399
555.Tongue.375092	8057.0	7893.0	0.979645029167
50.HA.Tongue.374728	8059.0	7747.0	0.961285519295
43.HC.Stool.375098	8084.0	7511.0	0.929119247897
04.HA.LeftPalm.374684	8122.0	7612.0	0.937207584339
05.HA.Forehead.374851	8149.0	7910.0	0.970671248006
62.HB.Forehead.375242	8152.0	7758.0	0.951668302257
03.HB.Stool.375302	8179.0	7700.0	0.941435383299
41.HD.Stool.374740	8189.0	7584.0	0.926120405422
21.HC.RightPalm.375259	8197.0	7134.0	0.870318409174
1191.RightPalm.374368	8223.0	7863.0	0.956220357534
69.HB.LeftPalm.374412	8266.0	7511.0	0.90866198887
55.HC.LeftPalm.375270	8365.0	7740.0	0.9252839211
66.HC.Stool.374534	8517.0	7185.0	0.843606903839
04.HB.RightPalm.375165	8536.0	6668.0	0.781162136832
49.CB.Tongue.374532	8582.0	7732.0	0.900955488231
1225.Forehead.374526	8674.0	8565.0	0.987433709938
1249.RightPalm.374714	8676.0	7764.0	0.894882434302
63.HB.LeftPalm.375151	8678.0	6185.0	0.712721825305
06.HA.LeftPalm.374459	8737.0	8200.0	0.938537255351
54.HB.Stool.374766	8771.0	8109.0	0.924523999544
1023.RightPalm.374733	8771.0	8605.0	0.981073993843
07.CA.BackRightPaw.374856	8796.0	5934.0	0.674624829468
19.CA.BackLeftPaw.374524	8827.0	5984.0	0.677920018126
56.HC.Stool.374614	8878.0	8218.0	0.925658932192
1191.Forehead.375180	9061.0	8681.0	0.958062024059
53.CA.Forehead.374983	9069.0	6443.0	0.710442165619
21.HA.LeftPalm.374814	9121.0	8932.0	0.979278587874
07.HC.Tongue.374435	9122.0	8554.0	0.9377329533
