2014-08-14 15:21:31

------------

89 samples in ../split_library_log/Kembel_BELillis_dust_2of2_split_library_log.txt
208 samples in ../otu_table_stats/Kembel_BELillis_dust_otu_table_stats.txt

------------
sample	splitLibLog	otuTableStats	percent
S152	50041.0	887.0	0.0177254651186
S147	40021.0	34685.0	0.866669998251
S183	33924.0	32592.0	0.960735762292
S191	26263.0	21377.0	0.813958801356
S151	26022.0	20603.0	0.791753131965
S098	25755.0	17611.0	0.683789555426
S175	25282.0	21228.0	0.839648761965
S188	25258.0	25031.0	0.991012748436
S174	25107.0	21128.0	0.841518301669
S153	25096.0	22723.0	0.905443098502
S155	24246.0	22926.0	0.945558030191
S185	24034.0	20362.0	0.847216443372
S138	23731.0	19997.0	0.842653069824
S133	23460.0	21478.0	0.915515771526
S116	23179.0	18834.0	0.812545838906
S173	23016.0	19979.0	0.868048314216
S172	22971.0	21611.0	0.940794915328
S168	22902.0	21897.0	0.956117369662
S158	22893.0	21269.0	0.929061285109
S180	22828.0	19238.0	0.842736989662
S176	22657.0	19286.0	0.851215959748
S190	22356.0	19070.0	0.853014850599
S164	22273.0	20829.0	0.935168140798
S177	22268.0	18577.0	0.834246452308
S121	21953.0	19323.0	0.880198606113
S157	21834.0	18427.0	0.843958963085
S137	21698.0	18398.0	0.847912249977
S135	21596.0	19584.0	0.906834599
S156	21256.0	16768.0	0.788859616108
S161	21158.0	19194.0	0.907174591171
S145	21123.0	17533.0	0.830043081002
S143	21063.0	18747.0	0.890044153255
S136	20953.0	17059.0	0.81415549086
S112	20908.0	18692.0	0.894011861488
S179	20904.0	17242.0	0.824818216609
S154	20855.0	16940.0	0.812275233757
S124	20603.0	18466.0	0.896277241178
S102	20432.0	17304.0	0.846906812843
S184	20180.0	16939.0	0.839395441031
S117	19926.0	16530.0	0.829569406805
S189	19922.0	16408.0	0.82361208714
S118	19892.0	17352.0	0.872310476573
S129	19622.0	17453.0	0.889460809296
S160	19493.0	18773.0	0.963063663879
S101	19419.0	15587.0	0.802667490602
S097	19281.0	16364.0	0.848711166433
S099	19166.0	18776.0	0.979651466138
S178	19117.0	16842.0	0.880995972171
S139	18954.0	15401.0	0.812546164398
S125	18950.0	16433.0	0.867176781003
S111	18719.0	16456.0	0.879106789893
S122	18629.0	16163.0	0.867625744806
S132	18556.0	16590.0	0.894050441906
S150	18353.0	16339.0	0.890263172233
S114	18323.0	16045.0	0.875675380669
S186	18281.0	16472.0	0.901044800613
S181	17962.0	15090.0	0.840106892328
S128	17919.0	15795.0	0.881466599699
S126	17792.0	15066.0	0.846785071942
S113	17700.0	15314.0	0.865197740113
S141	17647.0	15848.0	0.898056326854
S142	17425.0	14195.0	0.814634146341
S106	17301.0	15140.0	0.875093925207
S169	17243.0	16291.0	0.944789189816
S182	17177.0	14649.0	0.852826453979
S148	17044.0	14955.0	0.877434874443
S131	16857.0	15009.0	0.890371952305
S109	16679.0	13888.0	0.832663828767
S100	16671.0	13901.0	0.833843200768
S130	16582.0	14756.0	0.889880593415
S120	16565.0	14157.0	0.854633262904
S107	16218.0	13210.0	0.814527068689
S110	16047.0	13832.0	0.861967969091
S159	15948.0	14767.0	0.925946827188
S149	15740.0	13647.0	0.867026683609
S115	15484.0	13895.0	0.897377938517
S127	15310.0	13158.0	0.859438275637
S119	14888.0	12064.0	0.810317033853
S108	14779.0	12894.0	0.872454157927
S198	14075.0	11658.0	0.828277087034
S103	14049.0	10016.0	0.712933304862
S105	13503.0	11660.0	0.86351181219
S146	13186.0	10941.0	0.829743667526
S140	11898.0	10597.0	0.89065389141
S162	9314.0	8354.0	0.896929353661
S011	3970.0	3626.0	0.913350125945
S123	164.0	143.0	0.871951219512
S144	20.0	17.0	0.85
S192	10.0	9.0	0.9
------------
Mean =  0.856749859593 percent of seqs made it into OTU table
SD =  0.102397080235
