2014-08-14 15:22:00
studyName	sampleName	splitTotal	otuTableTotal	percentAssigned
Fierer_undergraduate_palms.txt	S24.141150	2962	2873	0.969952734639
Fierer_undergraduate_palms.txt	S164.141301	2966	2846	0.959541469993
Fierer_undergraduate_palms.txt	S35.141265	2966	2869	0.967296021578
Fierer_undergraduate_palms.txt	S98.141325	2986	2834	0.949095780308
Fierer_undergraduate_palms.txt	S10.141259	2987	2874	0.962169400737
Fierer_undergraduate_palms.txt	S51.141267	2997	2835	0.945945945946
Fierer_undergraduate_palms.txt	S31.141291	3000	2924	0.974666666667
Fierer_undergraduate_palms.txt	S118.141247	3006	2913	0.969061876248
Fierer_undergraduate_palms.txt	S17.141229	3007	2728	0.907216494845
Fierer_undergraduate_palms.txt	S97.141156	3014	2900	0.962176509622
Fierer_undergraduate_palms.txt	S147.141149	3017	2836	0.940006629102
Fierer_undergraduate_palms.txt	S151.141178	3025	2902	0.959338842975
Fierer_undergraduate_palms.txt	S178.141241	3032	2972	0.980211081794
Fierer_undergraduate_palms.txt	S135.141164	3036	2955	0.973320158103
Fierer_undergraduate_palms.txt	S81.141236	3060	2809	0.917973856209
Fierer_undergraduate_palms.txt	S23.141209	3067	2975	0.970003260515
Fierer_undergraduate_palms.txt	S4.141269	3069	2987	0.973281199088
Fierer_undergraduate_palms.txt	S176.141167	3099	3014	0.972571797354
Fierer_undergraduate_palms.txt	S92.141308	3099	3051	0.984511132623
Fierer_undergraduate_palms.txt	S91.141157	3107	2923	0.940778886386
Fierer_undergraduate_palms.txt	S39.141186	3111	3010	0.967534554806
Fierer_undergraduate_palms.txt	S2.141197	3114	3000	0.963391136802
Fierer_undergraduate_palms.txt	S87.141310	3116	2669	0.856546854942
Fierer_undergraduate_palms.txt	S21.141162	3118	2925	0.938101347017
Fierer_undergraduate_palms.txt	S114.141215	3123	3090	0.989433237272
Fierer_undergraduate_palms.txt	S115.141160	3137	2823	0.89990436723
Fierer_undergraduate_palms.txt	S6.141243	3139	3052	0.972284166932
Fierer_undergraduate_palms.txt	S169.141316	3145	2995	0.952305246423
Fierer_undergraduate_palms.txt	S48.141211	3153	2973	0.942911512845
Fierer_undergraduate_palms.txt	S19.141239	3156	3040	0.963244613435
Fierer_undergraduate_palms.txt	S60.141179	3156	3025	0.958491761724
Fierer_undergraduate_palms.txt	S124.141190	3157	3051	0.966423820082
Fierer_undergraduate_palms.txt	S62.141238	3164	3041	0.961125158028
Fierer_undergraduate_palms.txt	S47.141287	3165	2998	0.947235387046
Fierer_undergraduate_palms.txt	S121.141284	3169	2969	0.936888608394
Fierer_undergraduate_palms.txt	S171.141307	3177	2989	0.940824677369
Fierer_undergraduate_palms.txt	S146.141270	3177	3021	0.95089707271
Fierer_undergraduate_palms.txt	S172.141184	3184	2927	0.919283919598
Fierer_undergraduate_palms.txt	S154.141182	3185	2469	0.775196232339
Fierer_undergraduate_palms.txt	S55.141275	3191	3086	0.96709495456
Fierer_undergraduate_palms.txt	S162.141198	3205	3094	0.965366614665
Fierer_undergraduate_palms.txt	S85.141253	3226	3096	0.959702417855
Fierer_undergraduate_palms.txt	S119.141189	3229	2938	0.909879219573
Fierer_undergraduate_palms.txt	S122.141299	3236	3089	0.95457354759
Fierer_undergraduate_palms.txt	S49.141271	3250	2507	0.771384615385
Fierer_undergraduate_palms.txt	S28.141283	3261	3068	0.940815700705
Fierer_undergraduate_palms.txt	S184.141322	3270	3154	0.964525993884
Fierer_undergraduate_palms.txt	S168.141217	3271	3160	0.966065423418
Fierer_undergraduate_palms.txt	S137.141252	3282	3087	0.940585009141
Fierer_undergraduate_palms.txt	S159.141257	3283	3115	0.948827292111
Fierer_undergraduate_palms.txt	S133.141205	3288	2993	0.910279805353
Fierer_undergraduate_palms.txt	S130.141293	3294	3131	0.95051608986
Fierer_undergraduate_palms.txt	S111.141161	3304	3111	0.941585956416
Fierer_undergraduate_palms.txt	S167.141187	3317	3205	0.966234549292
Fierer_undergraduate_palms.txt	S16.141323	3330	3123	0.937837837838
Fierer_undergraduate_palms.txt	S65.141231	3338	3222	0.965248651887
Fierer_undergraduate_palms.txt	S86.141173	3342	3213	0.961400359066
Fierer_undergraduate_palms.txt	S40.141244	3368	3275	0.972387173397
Fierer_undergraduate_palms.txt	S26.141152	3425	3333	0.973138686131
Fierer_undergraduate_palms.txt	S71.141260	3432	3283	0.956585081585
Fierer_undergraduate_palms.txt	S110.141317	3461	3382	0.977174227102
Fierer_undergraduate_palms.txt	S186.141207	3506	3389	0.966628636623
Fierer_undergraduate_palms.txt	S145.141180	3507	3351	0.955517536356
Fierer_undergraduate_palms.txt	S89.141281	3528	3340	0.946712018141
Fierer_undergraduate_palms.txt	S183.141276	3528	3401	0.964002267574
Fierer_undergraduate_palms.txt	S79.141227	3536	3438	0.972285067873
Fierer_undergraduate_palms.txt	S134.141292	3538	3431	0.969756924816
Fierer_undergraduate_palms.txt	S144.141300	3540	3365	0.950564971751
Fierer_undergraduate_palms.txt	S109.141286	3568	3438	0.963565022422
Fierer_undergraduate_palms.txt	S75.141264	3568	3438	0.963565022422
Fierer_undergraduate_palms.txt	S25.141294	3577	3450	0.964495387196
Fierer_undergraduate_palms.txt	S106.141176	3583	3446	0.961763885013
Fierer_undergraduate_palms.txt	S123.141163	3586	3435	0.95789180145
Fierer_undergraduate_palms.txt	S132.141151	3586	3328	0.92805354155
Fierer_undergraduate_palms.txt	S32.141191	3587	3471	0.967660998049
Fierer_undergraduate_palms.txt	S187.141319	3600	2913	0.809166666667
Fierer_undergraduate_palms.txt	S73.141288	3610	3429	0.949861495845
Fierer_undergraduate_palms.txt	S63.141174	3624	3530	0.974061810155
Fierer_undergraduate_palms.txt	S138.141208	3634	3365	0.925976884975
Fierer_undergraduate_palms.txt	S160.141312	3639	3460	0.95081066227
Fierer_undergraduate_palms.txt	S163.141154	3650	3561	0.975616438356
Fierer_undergraduate_palms.txt	S185.141306	3661	3507	0.95793499044
Fierer_undergraduate_palms.txt	S112.141210	3666	3415	0.931533006001
Fierer_undergraduate_palms.txt	S22.141245	3672	3403	0.92674291939
Fierer_undergraduate_palms.txt	S165.141155	3751	3627	0.96694214876
Fierer_undergraduate_palms.txt	S158.141279	3827	3623	0.946694538803
Fierer_undergraduate_palms.txt	S45.141166	3833	3719	0.970258283329
Fierer_undergraduate_palms.txt	S120.141199	3884	3464	0.891864057673
Fierer_undergraduate_palms.txt	S7.141171	3893	3624	0.930901618289
Fierer_undergraduate_palms.txt	S177.141327	3902	3822	0.979497693491
Fierer_undergraduate_palms.txt	S117.141246	4055	3906	0.963255240444
Fierer_undergraduate_palms.txt	S190.141237	4140	4030	0.973429951691
Fierer_undergraduate_palms.txt	S180.141177	4160	3945	0.948317307692
Fierer_undergraduate_palms.txt	S182.141250	4217	4054	0.961346929097
Fierer_undergraduate_palms.txt	S166.141214	4263	4121	0.966690124326
Fierer_undergraduate_palms.txt	S74.141313	4325	4230	0.978034682081
Fierer_undergraduate_palms.txt	S129.141216	4361	3932	0.901628066957
Fierer_undergraduate_palms.txt	S189.141185	4937	4804	0.973060563095
Fierer_undergraduate_palms.txt	S148.141242	5383	5178	0.961917146573
Fierer_undergraduate_palms.txt	S44.141194	5820	5614	0.964604810997
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA2.630638	4804	991	0.206286427977
Flores_Residential_Kitchen_Microbiology_study_1566.txt	kit2.D12.ntc.630593	5624	353	0.0627667140825
Flores_Residential_Kitchen_Microbiology_study_1566.txt	kit2.G12.ntc.630741	8225	99	0.0120364741641
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB65.630532	8441	7144	0.846345219761
Flores_Residential_Kitchen_Microbiology_study_1566.txt	kit1.A12.ntc.630619	13136	253	0.0192600487211
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA4.630684	13171	2109	0.160124515982
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC27.630680	15423	7015	0.454840173766
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB11.630556	17214	7586	0.440687812246
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB80.630552	18022	12644	0.701586949284
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD4.630572	18552	542	0.0292151789564
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB67.630688	19325	17487	0.90489003881
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD50.630659	24634	22155	0.899366728911
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB81.630599	24669	16233	0.658032348291
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB66.630522	24780	21870	0.882566585956
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB74.630598	25053	22027	0.879216061949
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB76.630725	25421	21076	0.829078321073
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB72.630654	25793	23445	0.908967549335
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB69.630473	26408	23931	0.906202665859
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB73.630671	26841	22601	0.842032711151
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB71.630673	29251	26762	0.914908892004
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB75.630564	29704	26097	0.878568542957
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD49.630596	29772	23596	0.792556764745
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD53.630720	29782	26569	0.892116043248
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD3.630690	30407	24005	0.789456375177
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC20.630608	31565	17312	0.548455567876
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB70.630661	31778	28575	0.899206998552
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB68.630557	32551	29169	0.896101502258
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB58.630701	33218	7900	0.23782286712
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA34.630630	33916	22805	0.672396509022
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB77.630533	35107	31775	0.905090152961
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD51.630585	36276	27229	0.750606461572
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB78.630475	36345	32504	0.894318338148
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD65.630700	36698	33403	0.910213090632
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD10.630470	37688	35391	0.939052218213
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA3.630561	37975	1255	0.0330480579329
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA49.630506	39002	27059	0.693784934106
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD1.630626	39529	24483	0.619368058893
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB79.630592	39619	34455	0.869658497186
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB60.630665	39731	24092	0.606377891319
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD52.630595	40577	29558	0.728442220963
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC53.630650	41040	28062	0.683771929825
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC50.630547	41057	32777	0.798329152154
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB82.630529	42924	38350	0.893439567608
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD54.630548	43263	38723	0.89506044426
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD11.630607	43341	18576	0.428601093653
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD55.630717	43461	36063	0.829778422034
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA17.630568	44019	7893	0.179308934778
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC65.630750	44234	848	0.0191707736131
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD2.630591	44338	41005	0.924827461771
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD66.630507	46157	40544	0.87839330979
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC83.630545	47265	21920	0.463768115942
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC49.630602	49008	2365	0.0482574273588
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD12.630491	50059	41145	0.821930122456
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC18.630696	50125	31843	0.635271820449
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD15.630643	50702	41413	0.816792236993
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD5.630692	50922	45593	0.895349750599
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA28.630736	51073	36238	0.709533412958
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC47.630677	51711	2913	0.0563323084063
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD14.630746	51825	41735	0.805306319344
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC17.630518	52728	676	0.0128205128205
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA42.630527	53911	5638	0.104579770362
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC21.630722	53964	10662	0.197576161886
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC54.630505	54221	40902	0.754357167887
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD73.630578	54513	39961	0.733054500761
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA43.630562	55552	49993	0.899931595622
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC44.630540	56170	34746	0.61858643404
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA6.630487	57381	52733	0.918997577595
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD16.630611	58483	21260	0.363524443001
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC81.630509	58492	41357	0.707053956097
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC15.630656	58785	31674	0.538810921153
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD33.630601	58872	40861	0.694065090366
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC51.630749	59060	51542	0.872705722994
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD56.630579	59836	48524	0.810949929808
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC34.630627	60088	38868	0.646851284782
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD34.630501	60153	48944	0.813658504148
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD67.630534	60352	48721	0.807280620361
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC58.630674	60539	38307	0.632765655197
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD6.630495	61550	56394	0.916230706742
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD13.630513	62174	57335	0.922170038923
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC82.630493	62331	51022	0.818565400844
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB2.630617	62379	57745	0.925712178778
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD60.630574	63323	24243	0.382846674984
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD36.630502	64253	40358	0.628110749693
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD42.630733	66268	59175	0.892964930283
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA27.630494	68191	27472	0.40286841372
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD43.630484	69789	64473	0.923827537291
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC22.630644	69791	50677	0.726125145076
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA45.630721	69837	63806	0.913641765826
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA50.630622	70382	61508	0.87391662641
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC25.630586	70599	13517	0.191461635434
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA8.630724	71064	43718	0.61519193966
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB49.630735	71471	28345	0.396594422913
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB52.630525	71492	42742	0.597857102893
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC2.630567	72233	31264	0.432821563551
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB57.630657	73393	28997	0.395092175003
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC19.630588	73497	53361	0.726029633863
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA7.630742	76075	36519	0.480039434768
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC29.630745	76810	69726	0.907772425465
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD25.630667	76812	57135	0.743829089205
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC14.630728	76937	45186	0.587311696583
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD75.630628	76987	46447	0.603309649681
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA36.630531	77031	70948	0.921031792395
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC55.630498	77184	61817	0.800904332504
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA33.630490	77266	3347	0.0433178888515
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA41.630606	77556	49661	0.640324410748
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA55.630524	77627	62141	0.800507555361
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD76.630729	77641	62737	0.808039566724
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC42.630584	77992	68989	0.884565083598
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB38.630520	78153	68121	0.871636405512
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC26.630699	78624	66393	0.844436813187
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD35.630583	78671	69470	0.883044578053
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA11.630652	78679	6903	0.0877362447413
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA65.630566	78981	28204	0.357098542687
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA46.630472	79811	44758	0.56079988974
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB61.630486	80165	68128	0.84984719017
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA82.630565	80916	72896	0.900884868258
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD29.630553	81029	58703	0.724469017265
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD45.630706	81678	75165	0.920260045545
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC45.630723	81907	72745	0.888141428694
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA52.630551	82074	66424	0.809318419962
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC33.630678	82432	53412	0.647952251553
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC28.630485	82872	65339	0.78843276378
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC52.630544	83748	61038	0.728829345178
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC79.630711	83862	32760	0.39064176862
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC16.630698	84711	23255	0.274521608764
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC13.630689	84828	39342	0.46378554251
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD57.630664	84997	35147	0.413508712072
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA56.630666	85151	62529	0.73433077709
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA37.630732	85226	75570	0.886701241405
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD58.630739	85735	72890	0.850177873681
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB40.630629	85901	52256	0.608328191756
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA58.630476	85903	82033	0.954949186874
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA19.630687	86538	53503	0.618260186277
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD68.630528	87215	68955	0.790632345353
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD9.630590	87420	77120	0.882177991306
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC37.630708	87753	75811	0.863913484439
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA74.630538	88231	61430	0.696240550373
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA76.630707	88491	66983	0.756947034162
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB42.630555	88538	77425	0.874483272719
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA35.630631	88570	75660	0.854239584509
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA51.630635	88774	73259	0.825230360241
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD8.630653	88787	75264	0.847691666573
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC30.630488	89332	80395	0.899957462052
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD44.630603	89483	80791	0.902864231195
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA10.630651	90196	422	0.00467869972061
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB23.630569	90788	80316	0.884654359607
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB1.630597	91468	2102	0.0229807145668
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD7.630542	91770	82121	0.894856706985
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD28.630589	93491	87326	0.934057823748
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA44.630697	94006	79533	0.846041742016
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC41.630646	94325	46985	0.498118208322
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD59.630625	94364	81168	0.860158535035
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD37.630587	94640	82779	0.874672442942
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD38.630639	95263	64299	0.674962997176
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC31.630483	95456	69409	0.727130824673
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB37.630537	95804	73302	0.765124629452
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD47.630685	96386	89012	0.923495113398
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC35.630580	96523	84498	0.875418294085
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC43.630616	97059	39823	0.410296829763
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC1.630571	98824	23428	0.237067918724
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC46.630516	98905	59099	0.597532986199
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA53.630634	99518	85233	0.856458128178
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB43.630469	99542	88774	0.891824556469
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD63.630744	100309	86843	0.865754817614
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD41.630604	100860	87246	0.86502082094
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD27.630710	101287	93854	0.926614471749
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA18.630738	101518	7007	0.069022242361
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA81.630719	101769	14478	0.142263361141
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA66.630467	102158	39276	0.384463282367
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB59.630466	102472	86848	0.847529081115
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD74.630683	102528	79661	0.776968242821
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB51.630546	103166	94237	0.913450167691
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB33.630737	105175	89343	0.849469931067
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC56.630633	105415	93510	0.887065408149
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB50.630645	105691	96230	0.910484336415
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD62.630474	106151	57776	0.544281259715
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA67.630471	106255	86748	0.816413345254
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD31.630581	107583	33868	0.314808101652
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA5.630694	109184	8653	0.079251538687
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB44.630709	109509	95263	0.869910235688
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD69.630642	109622	94604	0.863001952163
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD39.630693	111524	86859	0.778836842294
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA54.630703	112944	95382	0.844507012325
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD61.630649	113544	100911	0.888739167195
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC32.630714	113800	45223	0.397390158172
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC48.630543	114053	29788	0.261176821302
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB7.630510	114094	107958	0.946219783687
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC12.630704	114786	68470	0.596501315491
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB22.630499	115109	104297	0.906071636449
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB47.630681	116443	102569	0.880851575449
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC74.630600	116609	92159	0.790324932038
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD40.630636	117809	95184	0.807951854273
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA9.630554	118728	327	0.00275419446129
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC80.630682	118865	40890	0.344003701678
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC62.630705	119018	110267	0.926473306559
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD46.630492	119065	104497	0.877646663587
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC40.630660	120231	92460	0.769019637198
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC77.630519	120247	102325	0.850956780627
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC73.630605	120451	64250	0.533411926842
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD26.630695	120781	104798	0.867669583792
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA39.630655	121512	105656	0.869510830206
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA1.630716	123138	1761	0.0143010281148
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA69.630647	123146	106799	0.867255128059
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB36.630609	123540	101448	0.821175327829
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiA61.630594	123603	107317	0.868239444026
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC57.630668	124460	112656	0.905158283786
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC78.630621	125172	104370	0.833812673761
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiD48.630612	127451	117114	0.91889432017
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiB46.630497	128631	113395	0.881552658379
Flores_Residential_Kitchen_Microbiology_study_1566.txt	KiC75.630637	129910	91416	0.703687168039
