2014-08-14 15:22:00
studyName	sampleName	splitTotal	otuTableTotal	percentAssigned
Leff_40_homes_study_1772.txt	H45Cb.735913	9529	8787	0.922132437821
Leff_40_homes_study_1772.txt	H64Fr.729185	9639	8546	0.88660649445
Leff_40_homes_study_1772.txt	H48Dh.729468	9680	8506	0.878719008264
Leff_40_homes_study_1772.txt	H39Cb.729470	9717	8649	0.890089533807
Leff_40_homes_study_1772.txt	H30Cb.729409	9721	9204	0.946816171176
Leff_40_homes_study_1772.txt	H33Dh.729183	9925	8564	0.862871536524
Leff_40_homes_study_1772.txt	H26Ts.729406	10025	8821	0.879900249377
Leff_40_homes_study_1772.txt	H48Cb.729199	10092	9359	0.927368212446
Leff_40_homes_study_1772.txt	H49Dh.729411	10098	9193	0.910378292731
Leff_40_homes_study_1772.txt	H49Tv.729153	10135	8904	0.878539713863
Leff_40_homes_study_1772.txt	blankMS10.729437	10139	8897	0.877502712299
Leff_40_homes_study_1772.txt	H33Tv.729432	10156	9452	0.930681370618
Leff_40_homes_study_1772.txt	H26Dh.729402	10231	9256	0.904701397713
Leff_40_homes_study_1772.txt	H26Pc.729184	10231	9555	0.933926302414
Leff_40_homes_study_1772.txt	H28Do.729324	10231	3747	0.366239859251
Leff_40_homes_study_1772.txt	H40Do.729442	10233	8990	0.878530245285
Leff_40_homes_study_1772.txt	blankMS8.729331	10240	9104	0.8890625
Leff_40_homes_study_1772.txt	H48Fr.729208	10265	9567	0.932001948368
Leff_40_homes_study_1772.txt	H36Pc.729147	10285	9536	0.927175498298
Leff_40_homes_study_1772.txt	blankMS7.729374	10297	9109	0.884626590269
Leff_40_homes_study_1772.txt	H33Kc.729241	10356	9387	0.906431054461
Leff_40_homes_study_1772.txt	H48Pc.729162	10373	9652	0.930492625084
Leff_40_homes_study_1772.txt	H22Dh.735902	10385	9850	0.948483389504
Leff_40_homes_study_1772.txt	H64Cb.729328	10397	9303	0.894777339617
Leff_40_homes_study_1772.txt	H15Ts.729224	10409	9781	0.93966759535
Leff_40_homes_study_1772.txt	H63Kc.729228	10497	9008	0.858149947604
Leff_40_homes_study_1772.txt	H33Ts.729160	10532	9675	0.918628940372
Leff_40_homes_study_1772.txt	blankMS11.729445	10534	9240	0.877159673438
Leff_40_homes_study_1772.txt	H15Fr.729307	10550	9669	0.916492890995
Leff_40_homes_study_1772.txt	H33Di.729420	10642	8218	0.772223266303
Leff_40_homes_study_1772.txt	H51Dh.735983	10653	9542	0.895710128602
Leff_40_homes_study_1772.txt	H49Kc.729246	10671	9777	0.916221535001
Leff_40_homes_study_1772.txt	H39Fr.729380	10705	9775	0.91312470808
Leff_40_homes_study_1772.txt	H15Do.729325	10724	5229	0.487597911227
Leff_40_homes_study_1772.txt	H22Pc.736019	10779	10289	0.954541237592
Leff_40_homes_study_1772.txt	blankHS12.735979	10791	10653	0.987211565193
Leff_40_homes_study_1772.txt	H64Kc.729150	10825	8968	0.828452655889
Leff_40_homes_study_1772.txt	H15Di.729148	10908	9542	0.874770810414
Leff_40_homes_study_1772.txt	H33Do.729288	10919	8579	0.785694660683
Leff_40_homes_study_1772.txt	H26Do.729195	10948	8617	0.787084398977
Leff_40_homes_study_1772.txt	H15Dh.729275	10976	9792	0.892128279883
Leff_40_homes_study_1772.txt	H39Dh.729136	11000	9526	0.866
Leff_40_homes_study_1772.txt	H48Di.729326	11071	8947	0.808147412158
Leff_40_homes_study_1772.txt	H49Ts.729108	11082	10357	0.934578595921
Leff_40_homes_study_1772.txt	H26Di.729412	11096	8707	0.784697188176
Leff_40_homes_study_1772.txt	H39Pc.729345	11099	9715	0.875304081449
Leff_40_homes_study_1772.txt	H39Di.729398	11113	9373	0.843426617475
Leff_40_homes_study_1772.txt	H63Tv.729384	11145	9833	0.882279048901
Leff_40_homes_study_1772.txt	H15Pc.729205	11187	10416	0.931080718691
Leff_40_homes_study_1772.txt	blankHS11.735990	11188	10801	0.965409367179
Leff_40_homes_study_1772.txt	H26Tv.729127	11207	9929	0.885964129562
Leff_40_homes_study_1772.txt	H36Do.729135	11266	5215	0.462897212853
Leff_40_homes_study_1772.txt	H36Dh.729201	11268	9437	0.837504437345
Leff_40_homes_study_1772.txt	H40Di.729427	11269	9955	0.88339692963
Leff_40_homes_study_1772.txt	H49Cb.729446	11324	9832	0.868244436595
Leff_40_homes_study_1772.txt	H25Fr.735942	11325	10674	0.942516556291
Leff_40_homes_study_1772.txt	H36Cb.729400	11327	10546	0.931049704246
Leff_40_homes_study_1772.txt	H48Tv.729146	11354	10038	0.884093711467
Leff_40_homes_study_1772.txt	H63Dh.729359	11409	9351	0.819616092559
Leff_40_homes_study_1772.txt	H40Fr.729193	11419	10151	0.888957001489
Leff_40_homes_study_1772.txt	H49Pc.729190	11509	10480	0.910591710835
Leff_40_homes_study_1772.txt	H15Cb.729354	11534	10888	0.943991676782
Leff_40_homes_study_1772.txt	H33Pc.729419	11594	10743	0.926599965499
Leff_40_homes_study_1772.txt	H26Cb.729197	11673	10009	0.857448813501
Leff_40_homes_study_1772.txt	H33Cb.729297	11696	10537	0.90090629275
Leff_40_homes_study_1772.txt	H62Cb.735970	11718	9974	0.851169141492
Leff_40_homes_study_1772.txt	H26Kc.729408	11842	9804	0.827900692451
Leff_40_homes_study_1772.txt	H64Pc.729191	11883	10349	0.87090801986
Leff_40_homes_study_1772.txt	H63Ts.729196	11894	10818	0.909534218934
Leff_40_homes_study_1772.txt	H63Pc.729387	11908	10145	0.851948270071
Leff_40_homes_study_1772.txt	H36Di.729101	11985	9614	0.80216937839
Leff_40_homes_study_1772.txt	H33Fr.729116	12012	10586	0.881285381285
Leff_40_homes_study_1772.txt	blankHS1.736003	12042	11365	0.943780102973
Leff_40_homes_study_1772.txt	blankHS9.735999	12135	10638	0.876637824475
Leff_40_homes_study_1772.txt	H36Tv.729461	12140	9638	0.793904448105
Leff_40_homes_study_1772.txt	H49Fr.729457	12196	10963	0.898901279108
Leff_40_homes_study_1772.txt	H63Cb.729252	12209	11176	0.915390285855
Leff_40_homes_study_1772.txt	H40Tv.729352	12322	10708	0.869014770329
Leff_40_homes_study_1772.txt	H64Dh.729306	12331	10274	0.833184656557
Leff_40_homes_study_1772.txt	H40Cb.729264	12332	10997	0.891745053519
Leff_40_homes_study_1772.txt	H39Tv.729262	12397	10578	0.85327095265
Leff_40_homes_study_1772.txt	H49Di.729137	12411	10905	0.87865603094
Leff_40_homes_study_1772.txt	H64Ts.729144	12430	10580	0.851166532582
Leff_40_homes_study_1772.txt	H40Dh.729447	12453	10956	0.879788002891
Leff_40_homes_study_1772.txt	H36Fr.729221	12475	11336	0.90869739479
Leff_40_homes_study_1772.txt	H62Dh.735881	12555	11416	0.909279171645
Leff_40_homes_study_1772.txt	H63Fr.729157	12612	12103	0.959641611164
Leff_40_homes_study_1772.txt	H48Do.729346	12647	3589	0.283782715268
Leff_40_homes_study_1772.txt	H49Do.729128	12648	6551	0.517947501581
Leff_40_homes_study_1772.txt	H40Pc.729291	12697	11554	0.909978735134
Leff_40_homes_study_1772.txt	H56Kc.735888	12723	10582	0.831722078126
Leff_40_homes_study_1772.txt	H36Kc.729163	13012	11188	0.859821703043
Leff_40_homes_study_1772.txt	H59Dh.735967	13083	12414	0.948864939234
Leff_40_homes_study_1772.txt	blankHS7.736016	13175	12429	0.943377609108
Leff_40_homes_study_1772.txt	H55Di.736023	13207	11770	0.891194063754
Leff_40_homes_study_1772.txt	H61Dh.735934	13284	11481	0.864272809395
Leff_40_homes_study_1772.txt	H40Kc.729310	13315	12696	0.953511077732
Leff_40_homes_study_1772.txt	H22Kc.735911	13340	13175	0.987631184408
Leff_40_homes_study_1772.txt	H26Fr.729316	13448	12430	0.924301011303
Leff_40_homes_study_1772.txt	H48Ts.729342	13504	12325	0.912692535545
Leff_40_homes_study_1772.txt	H64Tv.729152	13525	11874	0.877929759704
Leff_40_homes_study_1772.txt	blankHS2.735882	13644	12198	0.894019349164
Leff_40_homes_study_1772.txt	H47Fr.735880	13731	13086	0.953025999563
Leff_40_homes_study_1772.txt	H25Dh.735938	13808	13407	0.970958864426
Leff_40_homes_study_1772.txt	H39Ts.729234	13855	12578	0.907831107903
Leff_40_homes_study_1772.txt	H63Do.729390	13917	8285	0.595315082273
Leff_40_homes_study_1772.txt	H36Ts.729110	13917	12784	0.918588776317
Leff_40_homes_study_1772.txt	H64Di.729436	13942	11561	0.829221058672
Leff_40_homes_study_1772.txt	blankHS5.735953	13979	13633	0.975248587166
Leff_40_homes_study_1772.txt	H62Di.735898	13983	12505	0.894300221698
Leff_40_homes_study_1772.txt	H25Tv.735968	14039	13792	0.982406154284
Leff_40_homes_study_1772.txt	H60Dh.736063	14077	12111	0.860339560986
Leff_40_homes_study_1772.txt	H40Ts.729227	14122	13350	0.945333522164
Leff_40_homes_study_1772.txt	H39Kc.729125	14361	13575	0.945268435346
Leff_40_homes_study_1772.txt	H18Dh.736013	14372	12899	0.897509045366
Leff_40_homes_study_1772.txt	H15Kc.729115	14456	13485	0.93283065855
Leff_40_homes_study_1772.txt	H25Cb.735948	14471	13724	0.948379517656
Leff_40_homes_study_1772.txt	H56Dh.736028	14489	12131	0.837255849265
Leff_40_homes_study_1772.txt	H17Pc.735974	14620	14165	0.968878248974
Leff_40_homes_study_1772.txt	blankHS6.736056	14916	13689	0.917739340306
Leff_40_homes_study_1772.txt	H25Do.736036	14960	12368	0.826737967914
Leff_40_homes_study_1772.txt	H47Cb.736014	14964	14317	0.956762897621
Leff_40_homes_study_1772.txt	blankHS3.735874	14975	13387	0.893956594324
Leff_40_homes_study_1772.txt	blankHS8.735977	15062	13928	0.924711193733
Leff_40_homes_study_1772.txt	H22Do.735958	15074	10907	0.723563752156
Leff_40_homes_study_1772.txt	H34Fr.736058	15137	14715	0.972121292198
Leff_40_homes_study_1772.txt	H55Dh.735892	15476	14417	0.931571465495
Leff_40_homes_study_1772.txt	H56Cb.736044	15596	14877	0.953898435496
Leff_40_homes_study_1772.txt	H45Ts.735991	15870	15121	0.952804032766
Leff_40_homes_study_1772.txt	H61Kc.735951	16227	15479	0.953903987182
Leff_40_homes_study_1772.txt	H17Di.736051	16274	14370	0.883003563967
Leff_40_homes_study_1772.txt	blankHS10.735987	16343	15305	0.936486569173
Leff_40_homes_study_1772.txt	H22Cb.735875	16365	14860	0.908035441491
Leff_40_homes_study_1772.txt	H30Ts.729165	16662	15598	0.936142119794
Leff_40_homes_study_1772.txt	H19Do.735980	17326	11455	0.66114509985
Leff_40_homes_study_1772.txt	H57Fr.736057	17449	13935	0.798613101037
Leff_40_homes_study_1772.txt	blankMS12.729286	17520	15311	0.873915525114
Leff_40_homes_study_1772.txt	H19Fr.735936	17761	17451	0.982546027814
Leff_40_homes_study_1772.txt	blankHS4.736052	17851	15510	0.868858887457
Leff_40_homes_study_1772.txt	H41Di.736046	17884	15184	0.849027063297
Leff_40_homes_study_1772.txt	H17Do.735947	17975	14671	0.816189151599
Leff_40_homes_study_1772.txt	H43Fr.736000	18019	17585	0.97591431267
Leff_40_homes_study_1772.txt	H35Dh.735963	18059	15475	0.856913450357
Leff_40_homes_study_1772.txt	H60Ts.735900	18064	15549	0.860772807795
Leff_40_homes_study_1772.txt	H55Do.735971	18189	16367	0.899829567321
Leff_40_homes_study_1772.txt	H45Fr.735904	18192	17580	0.96635883905
Leff_40_homes_study_1772.txt	H47Dh.735982	18212	9273	0.509169778168
Leff_40_homes_study_1772.txt	H43Do.735914	18290	4963	0.271350464735
Leff_40_homes_study_1772.txt	H34Cb.735908	18327	17421	0.950564740547
Leff_40_homes_study_1772.txt	H19Dh.736022	18338	17911	0.976715017995
Leff_40_homes_study_1772.txt	H19Cb.735933	18339	17714	0.965919624843
Leff_40_homes_study_1772.txt	H57Tv.735984	18479	16807	0.909518913361
Leff_40_homes_study_1772.txt	H41Kc.736021	18697	17802	0.952131357972
Leff_40_homes_study_1772.txt	H25Di.735959	18705	13161	0.703608660786
Leff_40_homes_study_1772.txt	H22Di.735909	18757	16760	0.893533080983
Leff_40_homes_study_1772.txt	H43Di.735941	18849	16267	0.863016605655
Leff_40_homes_study_1772.txt	H41Do.736055	18885	14479	0.766693142706
Leff_40_homes_study_1772.txt	H17Tv.736053	18954	18160	0.958109106257
Leff_40_homes_study_1772.txt	H23Kc.736033	19027	14129	0.742576338887
Leff_40_homes_study_1772.txt	H18Ts.736040	19070	18773	0.984425799685
Leff_40_homes_study_1772.txt	H62Fr.735950	19140	18685	0.976227795193
Leff_40_homes_study_1772.txt	H60Pc.735957	19166	18233	0.951320045915
Leff_40_homes_study_1772.txt	H17Cb.735893	19168	18912	0.986644407346
Leff_40_homes_study_1772.txt	H56Pc.735885	19194	17394	0.906220693967
Leff_40_homes_study_1772.txt	H59Ts.735922	19201	18501	0.963543565439
Leff_40_homes_study_1772.txt	H51Fr.735903	19207	18619	0.969386161295
Leff_40_homes_study_1772.txt	H18Tv.735876	19220	17246	0.897294484912
Leff_40_homes_study_1772.txt	H47Di.735993	19257	17172	0.89172768344
Leff_40_homes_study_1772.txt	H41Fr.736015	19309	18789	0.973069553058
Leff_40_homes_study_1772.txt	H22Ts.735921	19310	18685	0.967633350596
Leff_40_homes_study_1772.txt	H47Tv.735960	19369	17643	0.910888533223
Leff_40_homes_study_1772.txt	H41Tv.735998	19399	18239	0.940203103253
Leff_40_homes_study_1772.txt	H45Dh.736017	19784	17444	0.881722604125
Leff_40_homes_study_1772.txt	H34Pc.735935	19859	18709	0.942091746815
Leff_40_homes_study_1772.txt	H47Pc.735965	19885	19075	0.959265778225
Leff_40_homes_study_1772.txt	H59Tv.736037	19942	17703	0.887724400762
Leff_40_homes_study_1772.txt	H23Di.735946	19957	14517	0.727413939971
Leff_40_homes_study_1772.txt	H43Dh.736029	19985	18343	0.917838378784
Leff_40_homes_study_1772.txt	H59Cb.735956	19995	16421	0.821255313828
Leff_40_homes_study_1772.txt	H60Fr.736020	19996	19327	0.966543308662
Leff_40_homes_study_1772.txt	H55Tv.735907	20104	16791	0.835206923995
Leff_40_homes_study_1772.txt	H62Pc.736048	20195	19515	0.966328299084
Leff_40_homes_study_1772.txt	H35Fr.735894	20234	19422	0.959869526539
Leff_40_homes_study_1772.txt	H17Ts.735919	20249	19885	0.982023803645
Leff_40_homes_study_1772.txt	H61Ts.736065	20272	19432	0.958563535912
Leff_40_homes_study_1772.txt	H19Kc.735976	20273	19651	0.969318798402
Leff_40_homes_study_1772.txt	H60Kc.735997	20372	19673	0.965688199489
Leff_40_homes_study_1772.txt	H35Tv.736025	20458	18810	0.919444716004
Leff_40_homes_study_1772.txt	H18Pc.736024	20495	17956	0.876116125884
Leff_40_homes_study_1772.txt	H41Dh.736012	20514	20044	0.977088817393
Leff_40_homes_study_1772.txt	H35Do.736054	20532	12041	0.586450418858
Leff_40_homes_study_1772.txt	H56Ts.736038	20545	15105	0.735215380871
Leff_40_homes_study_1772.txt	H51Ts.736049	20566	18867	0.917387921813
Leff_40_homes_study_1772.txt	H51Pc.736018	20655	19999	0.96824013556
Leff_40_homes_study_1772.txt	H23Tv.735916	20712	16199	0.782106991116
Leff_40_homes_study_1772.txt	H51Di.735910	20721	18839	0.909174267651
Leff_40_homes_study_1772.txt	H56Fr.736041	20787	19201	0.923702313946
Leff_40_homes_study_1772.txt	H47Do.735925	20803	8015	0.385280969091
Leff_40_homes_study_1772.txt	H23Dh.736047	20904	19993	0.956419823957
Leff_40_homes_study_1772.txt	H57Ts.735995	21024	19981	0.950390030441
Leff_40_homes_study_1772.txt	H34Dh.735889	21063	19488	0.925224327019
Leff_40_homes_study_1772.txt	H47Ts.735937	21070	20029	0.95059326056
Leff_40_homes_study_1772.txt	H45Kc.735996	21103	19039	0.902194000853
Leff_40_homes_study_1772.txt	H61Pc.736060	21107	19863	0.941062206851
Leff_40_homes_study_1772.txt	H34Kc.735939	21140	20489	0.969205298013
Leff_40_homes_study_1772.txt	H57Di.735954	21232	18892	0.889788997739
Leff_40_homes_study_1772.txt	H25Pc.735901	21247	20766	0.97736150986
Leff_40_homes_study_1772.txt	H18Do.735896	21334	18082	0.847567263523
Leff_40_homes_study_1772.txt	H19Ts.735915	21394	20722	0.96858932411
Leff_40_homes_study_1772.txt	H56Tv.736008	21471	18485	0.860928694518
Leff_40_homes_study_1772.txt	H18Fr.735920	21482	20844	0.970300716879
Leff_40_homes_study_1772.txt	H19Di.735897	21745	19332	0.88903196137
Leff_40_homes_study_1772.txt	H56Di.736010	21772	19452	0.893441117031
Leff_40_homes_study_1772.txt	H55Kc.735962	21817	20463	0.937938304992
Leff_40_homes_study_1772.txt	H51Tv.736045	21911	14710	0.671352288805
Leff_40_homes_study_1772.txt	H45Pc.735944	21931	19782	0.902010852218
Leff_40_homes_study_1772.txt	H51Do.735905	22065	7316	0.331565828235
Leff_40_homes_study_1772.txt	H45Do.735878	22115	1256	0.0567940312005
Leff_40_homes_study_1772.txt	H45Di.735943	22125	18448	0.833807909605
Leff_40_homes_study_1772.txt	H25Kc.735912	22132	21018	0.949665642509
Leff_40_homes_study_1772.txt	H55Ts.735981	22200	19463	0.876711711712
Leff_40_homes_study_1772.txt	H43Cb.735994	22202	21206	0.955139176651
Leff_40_homes_study_1772.txt	H22Fr.735949	22246	21286	0.956846174593
Leff_40_homes_study_1772.txt	H34Ts.736006	22332	21514	0.963370947519
Leff_40_homes_study_1772.txt	H35Pc.736027	22499	21735	0.966042935242
Leff_40_homes_study_1772.txt	H35Ts.735945	22586	17560	0.777472770743
Leff_40_homes_study_1772.txt	H19Tv.736001	22586	20729	0.917780926237
Leff_40_homes_study_1772.txt	H34Do.736005	22680	18864	0.831746031746
Leff_40_homes_study_1772.txt	H23Do.736050	22697	6949	0.306163810195
Leff_40_homes_study_1772.txt	H18Di.736030	22742	20002	0.879518072289
Leff_40_homes_study_1772.txt	H62Tv.736034	22800	21036	0.922631578947
Leff_40_homes_study_1772.txt	H51Kc.735988	22804	21791	0.955577968777
Leff_40_homes_study_1772.txt	H34Tv.735918	22878	20049	0.876344086022
Leff_40_homes_study_1772.txt	H35Cb.735966	22886	21969	0.959931836057
Leff_40_homes_study_1772.txt	H57Kc.736011	22943	20902	0.911040404481
Leff_40_homes_study_1772.txt	H61Do.735899	22978	108	0.00470014796762
Leff_40_homes_study_1772.txt	H57Pc.735906	22992	21875	0.951417884482
Leff_40_homes_study_1772.txt	H25Ts.736062	23120	22546	0.975173010381
Leff_40_homes_study_1772.txt	H61Tv.736009	23222	21330	0.91852553613
Leff_40_homes_study_1772.txt	H61Di.735961	23242	20906	0.899492298425
Leff_40_homes_study_1772.txt	H60Di.735930	23275	21211	0.911321160043
Leff_40_homes_study_1772.txt	H23Fr.735883	23285	22525	0.967360961993
Leff_40_homes_study_1772.txt	H47Kc.736002	23336	21919	0.939278368186
Leff_40_homes_study_1772.txt	H41Pc.735931	23350	22607	0.96817987152
Leff_40_homes_study_1772.txt	H62Kc.736031	23365	21913	0.937855767173
Leff_40_homes_study_1772.txt	H57Cb.735926	23440	22189	0.946629692833
Leff_40_homes_study_1772.txt	H61Cb.735955	23493	15376	0.654492827651
Leff_40_homes_study_1772.txt	H23Pc.735884	23513	22601	0.96121294603
Leff_40_homes_study_1772.txt	H18Cb.735992	23554	22503	0.95537912881
Leff_40_homes_study_1772.txt	H23Ts.735895	23563	22853	0.969868013411
Leff_40_homes_study_1772.txt	H19Pc.736032	23699	22905	0.966496476645
Leff_40_homes_study_1772.txt	H43Tv.735924	23728	21086	0.888654753877
Leff_40_homes_study_1772.txt	H59Di.736039	23758	19118	0.804697365098
Leff_40_homes_study_1772.txt	H41Ts.735917	23760	23096	0.972053872054
Leff_40_homes_study_1772.txt	H34Di.735978	23873	20375	0.853474636619
Leff_40_homes_study_1772.txt	H59Pc.735929	23926	22595	0.944370141269
Leff_40_homes_study_1772.txt	H35Di.735927	23942	20525	0.857280093559
Leff_40_homes_study_1772.txt	H62Ts.735969	24167	23612	0.97703479952
Leff_40_homes_study_1772.txt	H60Cb.735932	24311	23788	0.978487104603
Leff_40_homes_study_1772.txt	H59Kc.735886	24372	23662	0.970868209421
Leff_40_homes_study_1772.txt	H43Pc.736035	24485	22856	0.933469471105
Leff_40_homes_study_1772.txt	H41Cb.735877	24572	23389	0.951855770796
Leff_40_homes_study_1772.txt	H22Tv.735985	24604	22416	0.911071370509
Leff_40_homes_study_1772.txt	H60Do.735986	24879	3177	0.127698058604
Leff_40_homes_study_1772.txt	H51Cb.735923	25013	24378	0.974613201135
Leff_40_homes_study_1772.txt	H55Fr.735952	25149	24458	0.9725237584
Leff_40_homes_study_1772.txt	H59Fr.736061	25327	24919	0.983890709519
Leff_40_homes_study_1772.txt	H17Kc.735879	25471	24842	0.975305249107
Leff_40_homes_study_1772.txt	H43Ts.735928	25552	24690	0.966264871634
Leff_40_homes_study_1772.txt	H18Kc.735964	25603	22693	0.886341444362
Leff_40_homes_study_1772.txt	H55Pc.736042	25826	24141	0.934755672578
Leff_40_homes_study_1772.txt	H43Kc.735972	25882	24706	0.954563016768
Leff_40_homes_study_1772.txt	H59Do.736043	26005	3903	0.150086521823
Leff_40_homes_study_1772.txt	H56Do.735887	26197	4049	0.154559682406
Leff_40_homes_study_1772.txt	H35Kc.735973	26675	25892	0.970646672915
Leff_40_homes_study_1772.txt	H62Do.736026	27701	26324	0.950290603227
Leff_40_homes_study_1772.txt	H57Do.735890	27910	2856	0.102328914368
Leff_40_homes_study_1772.txt	H17Fr.735891	28172	26011	0.923292630981
Leff_40_homes_study_1772.txt	H61Fr.736064	29011	28251	0.973803040226
Leff_40_homes_study_1772.txt	H23Cb.736059	32620	31785	0.974402207235
Leff_40_homes_study_1772.txt	H45Tv.736004	33791	30167	0.892752508064
Louvre.txt	LS3	9457	8334	0.881251982658
Louvre.txt	LS4	9119	7973	0.874328325474
Louvre.txt	LJ1	8391	7275	0.867000357526
Meadow_BELillis_1of4.txt	air95	10830	9802	0.905078485688
Meadow_BELillis_1of4.txt	air96	10109	9437	0.933524582056
Meadow_BELillis_1of4.txt	air34	9434	8981	0.951982192071
Meadow_BELillis_1of4.txt	air71	8769	8164	0.931006956323
Meadow_BELillis_1of4.txt	air64	8725	8170	0.936389684814
Meadow_BELillis_1of4.txt	air69	7906	7356	0.930432582848
Meadow_BELillis_1of4.txt	air93	7751	6999	0.902980260612
Meadow_BELillis_1of4.txt	air88	7692	6971	0.90626625065
Meadow_BELillis_1of4.txt	air86	7551	6733	0.891669977486
Meadow_BELillis_1of4.txt	air70	7132	6604	0.925967470555
Meadow_BELillis_1of4.txt	air94	7089	6356	0.896600366765
Meadow_BELillis_1of4.txt	air27	6830	6140	0.89897510981
Meadow_BELillis_1of4.txt	air91	6785	6064	0.893736182756
Meadow_BELillis_1of4.txt	air90	6741	5983	0.887553775404
Meadow_BELillis_1of4.txt	air63	6683	6344	0.949274278019
Meadow_BELillis_1of4.txt	air33	6488	6088	0.938347718866
Meadow_BELillis_1of4.txt	air72	6405	6031	0.941608118657
Meadow_BELillis_1of4.txt	air40	6033	5833	0.966848997182
Meadow_BELillis_1of4.txt	air46	5990	5538	0.924540901503
Meadow_BELillis_1of4.txt	air29	5932	5730	0.965947403911
Meadow_BELillis_1of4.txt	air87	5827	5468	0.938390252274
Meadow_BELillis_1of4.txt	air74	5780	5480	0.948096885813
Meadow_BELillis_1of4.txt	air73	5602	5380	0.960371295966
Meadow_BELillis_1of4.txt	air67	5590	5442	0.973524150268
Meadow_BELillis_1of4.txt	air81	5517	5173	0.937647272068
Meadow_BELillis_1of4.txt	air36	5506	5258	0.954958227388
Meadow_BELillis_1of4.txt	air84	5447	5100	0.936295208372
Meadow_BELillis_1of4.txt	air82	5161	4853	0.940321643092
Meadow_BELillis_1of4.txt	air26	5138	5012	0.975476839237
Meadow_BELillis_1of4.txt	air92	4999	4537	0.907581516303
Meadow_BELillis_1of4.txt	air85	4811	4415	0.917688630222
Meadow_BELillis_1of4.txt	air76	4806	4467	0.929463171036
Meadow_BELillis_1of4.txt	air48	4716	4521	0.958651399491
Meadow_BELillis_1of4.txt	air62	4652	4404	0.946689595873
Meadow_BELillis_1of4.txt	air47	4592	4400	0.95818815331
Meadow_BELillis_1of4.txt	air24	4549	4312	0.947900637503
Meadow_BELillis_1of4.txt	air61	4528	4250	0.938604240283
Meadow_BELillis_1of4.txt	air37	4488	4266	0.950534759358
Meadow_BELillis_1of4.txt	air25	4487	4335	0.96612435926
Meadow_BELillis_1of4.txt	air42	4282	4190	0.978514712751
Meadow_BELillis_1of4.txt	air83	4259	4006	0.940596384128
Meadow_BELillis_1of4.txt	air75	4079	3721	0.912233390537
Meadow_BELillis_1of4.txt	air43	4054	3917	0.966206216083
Meadow_BELillis_1of4.txt	air15	3970	3912	0.985390428212
Meadow_BELillis_1of4.txt	air38	3968	3770	0.950100806452
Meadow_BELillis_1of4.txt	air39	3944	3851	0.976419878296
Meadow_BELillis_1of4.txt	air66	3938	3851	0.977907567293
Meadow_BELillis_1of4.txt	air89	3899	3474	0.890997691716
Meadow_BELillis_1of4.txt	air3	3634	3457	0.951293340671
Meadow_BELillis_1of4.txt	air57	3632	3112	0.856828193833
Meadow_BELillis_1of4.txt	air53	3595	3564	0.991376912378
Meadow_BELillis_1of4.txt	air59	3586	3286	0.916341327384
Meadow_BELillis_1of4.txt	air68	3583	3558	0.993022606754
Meadow_BELillis_1of4.txt	air35	3580	3357	0.937709497207
Meadow_BELillis_1of4.txt	air12	3442	3369	0.978791400349
Meadow_BELillis_1of4.txt	air41	3374	3342	0.990515708358
Meadow_BELillis_1of4.txt	air49	3278	3099	0.945393532642
Meadow_BELillis_1of4.txt	air50	3266	3025	0.926209430496
Meadow_BELillis_1of4.txt	air65	3264	3175	0.972732843137
Meadow_BELillis_1of4.txt	air28	3158	3136	0.993033565548
Meadow_BELillis_1of4.txt	air18	3046	2994	0.982928430729
Meadow_BELillis_1of4.txt	air14	2921	2876	0.984594317015
Meadow_BELillis_1of4.txt	air20	2842	2782	0.978888106967
Meadow_BELillis_1of4.txt	air23	2757	2510	0.910409865796
Meadow_BELillis_1of4.txt	air10	2720	2677	0.984191176471
Meadow_BELillis_1of4.txt	air78	2680	2565	0.957089552239
Meadow_BELillis_1of4.txt	air45	2673	2459	0.919940142162
Meadow_BELillis_1of4.txt	air9	2659	2531	0.951861602106
Meadow_BELillis_1of4.txt	air79	2567	2467	0.961044020257
Meadow_BELillis_1of4.txt	air11	2488	2345	0.942524115756
Meadow_BELillis_1of4.txt	air22	2424	2374	0.979372937294
Meadow_BELillis_1of4.txt	air32	2422	2345	0.968208092486
Meadow_BELillis_1of4.txt	air44	2362	2247	0.951312447079
Meadow_BELillis_1of4.txt	air77	2325	2277	0.97935483871
Meadow_BELillis_1of4.txt	air58	2282	2123	0.93032427695
Meadow_BELillis_1of4.txt	air13	2219	1910	0.860748084723
Meadow_BELillis_1of4.txt	air4	2156	2105	0.976345083488
Meadow_BELillis_1of4.txt	air54	2114	2105	0.995742667928
Meadow_BELillis_1of4.txt	air17	2050	1976	0.963902439024
Meadow_BELillis_1of4.txt	air21	1940	1915	0.987113402062
Meadow_BELillis_1of4.txt	air2	1835	1789	0.974931880109
Meadow_BELillis_1of4.txt	air31	1679	1669	0.994044073853
Meadow_BELillis_1of4.txt	air6	1613	1588	0.984500929944
Meadow_BELillis_1of4.txt	air8	1532	1439	0.939295039164
Meadow_BELillis_1of4.txt	air80	1474	1424	0.966078697422
Meadow_BELillis_1of4.txt	air5	1458	1441	0.988340192044
Meadow_BELillis_1of4.txt	air52	1433	1305	0.910676901605
Meadow_BELillis_1of4.txt	air30	1410	1401	0.993617021277
Meadow_BELillis_1of4.txt	air7	1314	1310	0.99695585997
Meadow_BELillis_1of4.txt	air1	1296	1288	0.993827160494
